lead_sponsor_name,gvkey,start_year,end_year,note,sponsor_norm
Nanoker Research S.L.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nanoker research s l
"Napo Therapeutics, S.p.A.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,napo therapeutics s p a
"National Cattlemen's Beef Association, a contractor to the Beef Checkoff",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11151 (GROUP INC (THE)) flagged unreliable; no manual rescue available -- left UNMAPPED,national cattlemen s beef association a contractor to the beef checkoff
Nature's One,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 36851 (ONE) flagged unreliable; no manual rescue available -- left UNMAPPED,nature s one
"Navigen, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62911 (AVIGEN INC) flagged unreliable; no manual rescue available -- left UNMAPPED,navigen inc
NeoTherapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25377 (NEOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,neotherapeutics
Neptunus Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,neptunus pharmaceuticals inc
Altura,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 38491 (KALTURA INC) flagged unreliable; no manual rescue available -- left UNMAPPED,altura
"Neuro-Eye Diagnostic Systems, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,neuro-eye diagnostic systems llc
Altum Pharmaceuticals INC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 165857 (ALTUS PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,altum pharmaceuticals inc
"Neurobehavioral Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,neurobehavioral systems inc
"New Haven Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,new haven pharmaceuticals inc
NicOx Research Institute S.r.l.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nicox research institute s r l
NEC OncoImmunity AS,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 7652 (NEC CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,nec oncoimmunity as
NC Medial Research Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nc medial research inc
"N-Gene Research Laboratories, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,n-gene research laboratories inc
MingSight Pharmaceuticals Pty Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,mingsight pharmaceuticals pty limited
Melcap Systems Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,melcap systems ltd
Amryt Research Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,amryt research limited
Metabolic Research Unit,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,metabolic research unit
Microelastic Ultrasound Systems Inc,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,microelastic ultrasound systems inc
Beta Emitting Accurate Monitored Systems,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,beta emitting accurate monitored systems
Mills Clinical Research,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,mills clinical research
American Research Labs,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,american research labs
"N & S Neurology Center, A Medical Group, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18483 (Y & A GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,n and s neurology center a medical group inc
"Molecular Research Center, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,molecular research center inc
"Momentum Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,momentum research inc
"Ambros Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 187720 (ARGOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ambros therapeutics inc
Monopteros Therapeutics Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 39057 (MONTE ROSA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,monopteros therapeutics inc
Mylan Pharmaceuticals Private Limited,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 247881 (GW PHARMACEUTICALS LIMITED) flagged unreliable; no manual rescue available -- left UNMAPPED,mylan pharmaceuticals private limited
"Mytogen, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 156133 (MYOGEN INC) flagged unreliable; no manual rescue available -- left UNMAPPED,mytogen inc
Alternative Urological Catheter Systems Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,alternative urological catheter systems ltd
Nivagen Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nivagen pharmaceuticals inc
Norwegian Underwater Intervention (NUI),UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 7668 (NUI CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,norwegian underwater intervention nui
"Albany Molecular Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,albany molecular research inc
Pamgene International B.V.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 2582 (C V INTERNATIONAL CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,pamgene international b v
Aldena Therapeutics,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 20018 (ALDEYRA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aldena therapeutics
"Pelage Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 19784 (EAGLE PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pelage pharmaceuticals inc
"Pelican Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 36464 (PLIANT THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pelican therapeutics inc
"Percutaneous Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,percutaneous systems inc
"PharPoint Research, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pharpoint research inc
"Phoenix Thera-lase Systems, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,phoenix thera-lase systems llc
"Palleon Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 32529 (ALLENA PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,palleon pharmaceuticals inc
"Phrixus Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,phrixus pharmaceuticals inc
"Physicians Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,physicians pharmaceuticals inc
Pierrel Research Europe GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pierrel research europe gmbh
"Pneumoflex Systems, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,pneumoflex systems llc
"Polaryx Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 178799 (ARYX THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,polaryx therapeutics inc
"Potentia Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,potentia pharmaceuticals inc
"Paloma Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,paloma pharmaceuticals inc
Alfred E. Tiefenbacher (GmbH & Co. KG),UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 11361 (AG&E HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,alfred e tiefenbacher gmbh and co kg
Nuvo Research GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nuvo research gmbh
Obslap Research LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,obslap research llc
Nuvo Research Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,nuvo research inc
"Alleanza Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 32529 (ALLENA PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,alleanza pharmaceuticals inc
"O2 MedTech, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 145933 (O2 PLC) flagged unreliable; no manual rescue available -- left UNMAPPED,o2 medtech inc
OFFHEALTH S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,offhealth s p a
ON Light Sciences,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 39481 (ON HOLDING AG) flagged unreliable; no manual rescue available -- left UNMAPPED,on light sciences
"Oasis Pharmaceuticals, LLC",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 12180 (OSI PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,oasis pharmaceuticals llc
"Ocular Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ocular systems inc
Ozmosis Research Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ozmosis research inc
"Omnilife Manufactura, SA de CV",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 163863 (CV HOLDINGS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,omnilife manufactura sa de cv
Optimale,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 63857 (OPTIMAL GROUP INC) flagged unreliable; no manual rescue available -- left UNMAPPED,optimale
Algiax Pharmaceuticals GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 62977 (SALIX PHARMACEUTICALS LTD) flagged unreliable; no manual rescue available -- left UNMAPPED,algiax pharmaceuticals gmbh
"Origin Medical Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,origin medical systems inc
"Orna Therapeutics, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 18350 (OCERA THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,orna therapeutics inc
Ovation Research Group,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,ovation research group
"Medimetriks Pharmaceuticals, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,medimetriks pharmaceuticals inc
MedicAir Healthcare S.r.l.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 10948 (U S HEALTHCARE INC) flagged unreliable; no manual rescue available -- left UNMAPPED,medicair healthcare s r l
"HedgePath Pharmaceuticals, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,hedgepath pharmaceuticals inc
Medial Research Ltd.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,medial research ltd
Inex Pharmaceuticals,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 12965 (GYNEX PHARMACEUTICALS) flagged unreliable; no manual rescue available -- left UNMAPPED,inex pharmaceuticals
"Informed Data Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,informed data systems inc
"InnoVital Systems, Inc.",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 25013 (PLC SYSTEMS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,innovital systems inc
"Institute for Skin Research, Israel",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,institute for skin research israel
InteRNA,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 124358 (INTERNAP CORP) flagged unreliable; no manual rescue available -- left UNMAPPED,interna
Aptevo Research and Development LLC,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 9071 (RESEARCH INC) flagged unreliable; no manual rescue available -- left UNMAPPED,aptevo research and development llc
"Apros Therapeutics, Inc",UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 187720 (ARGOS THERAPEUTICS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,apros therapeutics inc
Invaron Pharmaceuticals Inc.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 28470 (RA PHARMACEUTICALS INC) flagged unreliable; no manual rescue available -- left UNMAPPED,invaron pharmaceuticals inc
Invatec S.p.A.,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,invatec s p a
Istituto Ganassini S.p.A. di Ricerche Biochimiche,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 1059 (A P S INC) flagged unreliable; no manual rescue available -- left UNMAPPED,istituto ganassini s p a di ricerche biochimiche
JADO Technologies GmbH,UNMAPPED,1900,2099,Audit-suspect fuzzy: original mapping to gvkey 31526 (ADCO TECHNOLOGIES INC) flagged unreliable; no manual rescue available -- left UNMAPPED,jado technologies gmbh
